Person Number,Grade,Location,Directorate,Cost Centre,Department,System Person Type,Employee Type,Assignment Category,Full-Time Equivalent,Payroll Status,Action Name,Action Reason,Termination Date,Enterprise Hire Date
532,HEO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Termination,Dismiss Ineff Attend (comp),21/02/2023,05/10/1998
533,HEO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.432,Payroll,Retirement,Retirement (Age) Above Min Age,28/04/2022,02/11/1998
534,Grade 6,Nottingham,Customer & Strategy Group,1830,DDAT Digital Product,Employee,Permanent,Full-time regular,1,Payroll,Death,,03/08/2022,02/11/1998
535,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Dimiss Ineff Attend (no Comp),09/07/2020,15/03/1999
536,EO,Fylde,Data & Register Integrity Group,1562,Lawyer Support,Employee,Permanent,,0.81,Payroll,Retirement,Retirement (Age) Above Min Age,18/10/2020,02/08/1999
537,EO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,0.61,Payroll,Resignation,Resignation,23/11/2020,20/04/1999
538,HEO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,,31/10/2021,04/05/1999
539,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.568,Payroll,Retirement,Retirement (Age) At Min Age,30/09/2022,10/05/1999
540,Grade 7 Lawyers,Birkenhead,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,Full-time regular,1,Payroll,Retirement,Retirement (Age) Above Min Age,10/06/2022,19/07/1999
541,EO,Swansea,Operations,1430,Customer Support Centre,Employee,Permanent,Part-time regular,0.486,Payroll,Termination,Dismiss Ineff Attend (comp),09/02/2023,06/09/1999
542,SEO,Croydon,Customer & Strategy Group,7510,Customer Policy and Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/09/2020,24/01/2000
543,SEO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,Resignation,13/03/2020,07/02/2000
544,AO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,0.86,Payroll,Retirement,Retirement (Age) Above Min Age,25/09/2018,28/02/2000
545,EO,Hull,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.459,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2021,27/03/2000
546,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.649,Payroll,Retirement,Retirement (Age) Above Min Age,30/11/2021,27/03/2000
547,HEO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.919,Payroll,Retirement,Retirement (Age) Above Min Age,15/07/2022,27/03/2000
548,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.757,Payroll,Retirement,,31/03/2022,27/03/2000
549,SEO,Croydon,FBS,1360,Financial Reporting and Accounting,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,15/01/2023,03/04/2000
550,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.61,Payroll,Retirement,Retirement (Age) At Min Age,31/08/2019,02/05/2000
551,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.76,Payroll,Retirement,Retirement (Age) Above Min Age,31/08/2021,08/05/2000
552,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.486,Payroll,Retirement,Retirement (Age) Above Min Age,31/08/2022,22/05/2000
553,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.595,Payroll,Retirement,Retirement (Age) Above Min Age,30/09/2022,22/05/2000
554,SEO,Croydon,CE & CLR,1241,External Communications,Employee,Permanent,Partial retirement,0.67,Payroll,Retirement,Retirement (Age) Above Min Age,01/08/2018,09/05/2000
555,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.811,Payroll,Termination,Dismiss Ineff Attend (comp),18/10/2022,22/05/2000
556,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.43,Payroll,Retirement,,30/06/2021,05/06/2000
557,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,31/05/2018,05/06/2000
558,HEO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.43,Payroll,Retirement,Retirement (Age) Above Min Age,31/10/2018,03/07/2000
559,HEO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Retirement,Approved Early Retirement(AER),30/06/2020,03/07/2000
560,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.486,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2021,03/07/2000
561,HEO,Plymouth,Data & Register Integrity Group,1540,Risk & Assurance,Employee,Permanent,,1,Payroll,Retirement,Actuarially Reduced Retirement,03/01/2022,02/10/2000
562,HEO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Resignation,,28/02/2019,02/10/2000
563,EO,Leicester,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.568,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2021,16/10/2000
564,EO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Death,Death in Service,29/05/2020,16/10/2000
565,HEO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,0.811,Payroll,Retirement,Approved Early Retirement(AER),31/03/2021,23/10/2000
566,SCS1,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,Senior Civil Servant Perm FT,1,Payroll,Retirement,Retirement (Age) Above Min Age,31/10/2022,30/10/2000
567,HEO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.608,Payroll,Retirement,Retirement (Age) At Min Age,31/03/2023,20/11/2000
568,HEO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.568,Payroll,Resignation,Resignation,30/06/2022,13/11/2000
569,SEO+,Croydon,FBS,2100,Facilities and Property Management,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/05/2018,20/11/2000
570,EO,Coventry,Operations,1470,Registration Services,Employee,Permanent,,0.76,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2019,27/11/2000
571,EO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,30/04/2018,04/12/2000
572,EO,Hull,Operations,1470,Registration Services,Employee,Permanent,,0.61,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2020,02/01/2001
573,Grade 7,Plymouth,Customer & Strategy Group,1830,DDAT Digital Product,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,30/11/2022,08/01/2001
574,HEO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) At Min Age,31/03/2020,15/01/2001
575,SEO,Plymouth,Operations,1470,Registration Services,Employee,Permanent,,0.57,Payroll,Resignation,Resignation,03/10/2018,29/01/2001
576,HEO,Plymouth,Customer & Strategy Group,1820,DDAT Digital Design,Employee,Permanent,,0.946,Payroll,Resignation,Resignation,08/10/2021,12/02/2001
577,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.459,Payroll,Retirement,Retirement (Age) Above Min Age,13/09/2022,05/03/2001
578,Grade 7 Lawyers,Leicester,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,07/01/2022,02/04/2001
579,SEO,Plymouth,DDat,1825,DDAT Operations,Employee,Permanent,Part-time regular,0.946,Payroll,Resignation,Resignation,31/12/2022,08/05/2001
580,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Retirement,Retirement (Age) At Min Age,17/01/2023,14/05/2001
581,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Retirement,Medical,29/02/2020,23/07/2001
582,EO,Croydon,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,31/01/2019,03/09/2001
583,HEO,Croydon,FBS,1360,Transactional and System Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,01/11/2020,03/09/2001
584,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,19/11/2018,03/09/2001
585,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.43,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2021,03/09/2001
586,Grade 7 Lawyers,Durham,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,Partial retirement,0.43,Payroll,Retirement,Retirement (Age) At Min Age,23/07/2020,03/09/2001
587,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Death,Death in Service,02/04/2018,17/09/2001
588,SEO,Coventry,Customer & Strategy Group,1830,DDAT Digital Product,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2022,17/09/2001
589,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.432,Payroll,Retirement,Retirement (Age) Above Min Age,13/06/2022,24/09/2001
590,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.65,Payroll,Retirement,Retirement (Age) Above Min Age,14/07/2019,24/09/2001
591,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.76,Payroll,Termination,Dismiss Ineff Attend (comp),10/03/2020,24/09/2001
592,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Retirement,Retirement (Age) Above Min Age,06/09/2019,24/09/2001
593,Grade 7,Plymouth,DDat,1855,DDAT Delivery,Employee,Permanent,,0.811,Payroll,Resignation,Resignation,31/03/2022,25/09/2001
594,EO,Croydon,Operations,1420,Customer Resolution Team,Employee,Permanent,,0.667,Payroll,Resignation,Resignation,11/02/2022,01/10/2001
595,Grade 7,Plymouth,DDat,1855,DDAT Delivery,Employee,Permanent,,1,Payroll,Resignation,Resignation,26/01/2022,01/10/2001
596,EO,Durham,Operations,1470,Registration Services,Employee,Permanent,,0.43,Payroll,Retirement,Retirement (Age) Above Min Age,30/09/2019,03/10/2001
597,SEO,Durham,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Retirement,Retirement (Age) Above Min Age,30/11/2022,03/10/2001
598,SEO,Durham,Human Resources,1239,Organisation and Employee Development,Employee,Permanent,,1,Payroll,Resignation,,14/02/2021,03/10/2001
599,HEO,Weymouth,CE & CLR,1241,Media Campaigns and Planning,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/02/2021,22/10/2001
600,EO,Durham,Operations,1430,Customer Support Centre,Employee,Permanent,Partial retirement,0.69,Payroll,Retirement,Retirement (Age) Above Min Age,06/04/2021,22/10/2001
601,EO,Durham,DDat,1827,DDAT Service Management,Employee,Permanent,Partial retirement,0.76,Payroll,Death,,10/05/2021,22/10/2001
602,EO,Telford,Operations,1470,Registration Services,Employee,Permanent,,0.53,Payroll,Retirement,,31/08/2021,29/10/2001
603,EO,Birkenhead,Operations,1831,DDAT Data Product Support,Employee,Permanent,Part-time regular,0.946,Payroll,Retirement,Medical,30/11/2022,22/10/2001
604,EO,Durham,Operations,1430,Customer Support Centre,Employee,Permanent,Partial retirement,0.608,Payroll,Resignation,Voluntary Exit Pension,31/08/2020,22/10/2001
605,SEO,Gloucester,FBS,1375,Internal Audit,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,05/04/2018,25/10/2001
606,HEO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,0.865,Payroll,Resignation,Resignation,31/07/2021,29/10/2001
607,HEO,Weymouth,CE & CLR,1241,External Communications,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/02/2020,29/10/2001
608,EO,Nottingham,Operations,1470,Registration Services,Employee,Permanent,,0.43,Payroll,Resignation,Resignation,07/09/2018,29/10/2001
609,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,0.45,Payroll,Resignation,Resignation,30/04/2018,05/11/2001
610,EO,Leicester,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,30/11/2018,05/11/2001
611,HEO,Croydon,CE & CLR,1105,CE & CLR,Employee,Permanent,,1,Payroll,Resignation,Resignation,28/02/2021,03/12/2001
612,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,12/05/2019,03/12/2001
613,Grade 7,Coventry,DDat,7530,Digital Development,Employee,Permanent,,1,Payroll,Resignation,Resignation,04/11/2018,03/12/2001
614,HEO,Plymouth,DDat,1827,Supplier Service & Performance,Employee,Permanent,,0.568,Payroll,Retirement,Retirement (Age) Above Min Age,30/04/2020,07/01/2002
615,Grade 7 Lawyers,Swansea,Data & Register Integrity Group,1560,Land Registration Lawyers,Employee,Permanent,,0.61,Payroll,Retirement,Retirement (Age) Above Min Age,31/12/2020,02/01/2002
616,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Retirement,Actuarially Reduced Retirement,28/02/2021,21/01/2002
617,EO,Coventry,Operations,1470,Registration Services,Employee,Permanent,,0.49,Payroll,Resignation,,01/03/2019,28/01/2002
618,EO,Peterborough,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,31/01/2019,28/01/2002
619,EO,Coventry,Operations,1470,Registration Services,Employee,Permanent,,0.81,Payroll,Resignation,,15/10/2019,28/01/2002
620,SEO+,Plymouth,Human Resources,1237,HR Strategy and Policy,Employee,Permanent,Full-time regular,1,Payroll,Resignation,Resignation,31/10/2022,04/02/2002
621,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Medical,03/10/2018,25/02/2002
622,HEO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.45,Payroll,Retirement,Retirement (Age) Above Min Age,17/10/2021,02/12/1985
623,Grade 6,Croydon,FBS,2100,Facilities and Property Management,Employee,Permanent,,1,Payroll,Resignation,Resignation,14/02/2020,01/03/2002
624,EO,Hull,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,,05/04/2019,04/03/2002
625,Grade 6,Coventry,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,,31/07/2021,11/03/2002
626,EO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Medical,20/05/2018,11/03/2002
627,AO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) At Min Age,04/01/2019,13/05/2002
628,EO,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,,0.61,Payroll,Retirement,Retirement (Age) Above Min Age,31/03/2020,05/08/2002
629,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.69,Payroll,Resignation,Resignation,08/08/2018,05/08/2002
630,Grade 7,Gloucester,Data & Register Integrity Group,1555,Register Protection,Employee,Permanent,,0.92,Payroll,Resignation,,31/10/2021,05/08/2002
631,EO,Gloucester,Operations,1470,Registration Services,Employee,Permanent,,0.43,Payroll,Resignation,Resignation,08/08/2018,05/08/2002
632,SEO,Nottingham,Transformation,7525,Business Change,Employee,Permanent,,0.81,Payroll,Resignation,Resignation,29/03/2020,12/08/2002
633,EO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Approved Early Retirement(AER),31/01/2022,09/09/2002
634,HEO,Weymouth,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.743,Payroll,Retirement,Retirement (Age) Above Min Age,28/02/2023,09/09/2002
635,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,,0.61,Payroll,Retirement,Retirement (Age) Above Min Age,29/06/2018,09/09/2002
636,EO,Birkenhead,Operations,1470,Registration Services,Employee,Permanent,Full-time regular,1,Payroll,Retirement,Medical,31/08/2022,09/09/2002
637,EO,Coventry,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.61,Payroll,Retirement,Retirement (Age) Above Min Age,30/06/2021,16/09/2002
638,HEO,Coventry,FBS,1109,Financial Planning,Employee,Permanent,,1,Payroll,Resignation,,29/03/2019,16/09/2002
639,SEO+,Weymouth,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Retirement,Retirement (Age) Above Min Age,01/07/2021,23/09/2002
640,HEO,Plymouth,DDat,1817,IT Solutions,Employee,Permanent,,1,Payroll,Retirement,,01/07/2020,23/09/2002
641,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,0.65,Payroll,Retirement,,31/01/2020,02/10/2002
642,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,Partial retirement,0.65,Payroll,Retirement,,31/08/2019,02/10/2002
643,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Termination,Dimiss Ineff Attend (no Comp),30/09/2018,07/10/2002
644,EO,Swansea,Operations,1470,Registration Services,Employee,Permanent,,0.49,Payroll,Retirement,Retirement (Age) Above Min Age,30/06/2018,07/10/2002
645,HEO,Durham,Operations,1470,Registration Services,Employee,Permanent,,1,Payroll,Resignation,Resignation,26/02/2021,21/10/2002
646,HEO,Peterborough,Customer & Strategy Group,7510,Customer Division,Employee,Permanent,Part-time regular,0.432,Payroll,Resignation,Resignation,31/08/2022,21/10/2002
647,EO,Fylde,Operations,1470,Registration Services,Employee,Permanent,Part-time regular,0.446,Payroll,Resignation,,26/05/2022,28/10/2002
